"","Year","Station","SEdist","IPHC.Reg.Area","IPHC.Stat.Area","IPHC.Charter.Region","Purpose.Code","Date","Eff","Lat","Lon","Depth","Soak","CPUE","WCPUE"
"773","2017",4044,"EYKT","3A",190,"Fairweather","Standard Grid","25-Jul-17","Y",58.9878,-138.7167,86,468,0,0
"774","2017",4043,"EYKT","3A",190,"Fairweather","Standard Grid","25-Jul-17","Y",59.0003,-138.378,33,548,0,0
"775","2017",4031,"EYKT","3A",190,"Fairweather","Standard Grid","26-Jul-17","Y",58.6667,-138.7093,56,441,0.0422492889,0.163681426887491
"776","2017",4032,"EYKT","3A",190,"Fairweather","Standard Grid","26-Jul-17","Y",58.6787,-139.0658,82,535,0,0
"777","2017",4026,"EYKT","3A",190,"Fairweather","Standard Grid","26-Jul-17","Y",58.5123,-139.067,56,647,0,0
"778","2017",4025,"EYKT","3A",190,"Fairweather","Standard Grid","26-Jul-17","Y",58.508,-138.7683,52,747,0.0365388873,0.141558292834255
"779","2017",4024,"EYKT","3A",190,"Fairweather","Standard Grid","27-Jul-17","Y",58.5002,-138.4578,65,494,0.1086793128,0.421043417662255
"780","2017",4023,"EYKT","3A",190,"Fairweather","Standard Grid","27-Jul-17","Y",58.5,-138.1395,75,601,0,0
"781","2017",4022,"EYKT","3A",185,"Fairweather","Standard Grid","27-Jul-17","Y",58.512,-137.782,86,709,0,0
"782","2017",4015,"EYKT","3A",185,"Fairweather","Standard Grid","27-Jul-17","Y",58.3455,-137.8002,95,787,0,0
"783","2017",4004,"EYKT","3A",185,"Fairweather","Standard Grid","28-Jul-17","Y",57.9887,-137.5078,90,493,0.090566094,0.350869514718545
"784","2017",4007,"EYKT","3A",185,"Fairweather","Standard Grid","28-Jul-17","Y",58.1777,-137.1908,66,788,0.0181132188,0.0701739029437091
"785","2017",4006,"NSEO","3A",185,"Fairweather","Standard Grid","28-Jul-17","Y",58.177,-136.9255,111,552,0,0
"786","2017",4021,"EYKT","3A",185,"Fairweather","Standard Grid","29-Jul-17","Y",58.4615,-137.5068,83,383,0,0
"787","2017",4014,"EYKT","3A",185,"Fairweather","Standard Grid","29-Jul-17","Y",58.3425,-137.4982,103,450,0,0
"788","2017",4013,"EYKT","3A",185,"Fairweather","Standard Grid","29-Jul-17","Y",58.3333,-137.1882,93,626,0,0
"789","2017",3017,"SSEO","2C",141,"Ketchikan","Standard Grid","16-Aug-17","Y",54.6577,-133.4485,167,407,0,0
"790","2017",3024,"SSEO","2C",141,"Ketchikan","Standard Grid","16-Aug-17","Y",54.8215,-133.4333,70,511,0,0
"791","2017",3023,"SSEO","2C",141,"Ketchikan","Standard Grid","16-Aug-17","Y",54.825,-133.1647,119,605,0,0
"792","2017",3030,"SSEO","2C",140,"Ketchikan","Standard Grid","17-Aug-17","Y",54.988,-133.7168,58,409,0,0
"793","2017",3029,"SSEO","2C",141,"Ketchikan","Standard Grid","17-Aug-17","Y",54.9878,-133.4333,53,531,0.09573561393,0.338237136619184
"794","2017",3034,"SSEO","2C",141,"Ketchikan","Standard Grid","17-Aug-17","Y",55.1535,-133.4333,38,637,0.02311330096,0.0816600679058062
"795","2017",3025,"SSEO","2C",140,"Ketchikan","Standard Grid","18-Aug-17","Y",54.8313,-133.7373,76,482,0.0621930736,0.219730216044693
"796","2017",3026,"SSEO","2C",140,"Ketchikan","Standard Grid","18-Aug-17","Y",54.832,-134.04,107,543,0.00630204179,0.0222653251219824
"797","2017",3019,"SSEO","2C",140,"Ketchikan","Standard Grid","18-Aug-17","Y",54.6628,-134.0193,124,631,0,0
"798","2017",3018,"SSEO","2C",140,"Ketchikan","Standard Grid","19-Aug-17","Y",54.6557,-133.717,132,466,0,0
"799","2017",3007,"SSEO","2C",140,"Ketchikan","Standard Grid","19-Aug-17","Y",54.4918,-133.749,139,536,0,0
"800","2017",3006,"SSEO","2C",140,"Ketchikan","Standard Grid","19-Aug-17","Y",54.489,-133.4505,167,710,0,0
"801","2017",3005,"SSEO","2C",142,"Ketchikan","Standard Grid","20-Aug-17","Y",54.488,-133.1648,117,485,0.0698164285,0.246663784723671
"802","2017",3016,"SSEO","2C",141,"Ketchikan","Standard Grid","20-Aug-17","Y",54.656,-133.1495,124,583,0.0068974403,0.0243688880376282
"803","2017",3015,"SSEO","2C",141,"Ketchikan","Standard Grid","20-Aug-17","Y",54.6537,-132.8503,76,636,0.0704154815,0.248780259075121
"804","2016",3079,"CSEO","2C",160,"Ommaney","Standard Grid","13-Jun-16","Y",56.333,-135.2692,87,685,0.01699439245,0.0598968729964043
"805","2016",3075,"CSEO","2C",160,"Ommaney","Standard Grid","13-Jun-16","Y",56.15,-135.226,156,778,0,0
"806","2016",3057,"SSEO","2C",150,"Ommaney","Standard Grid","14-Jun-16","Y",55.6512,-134.6145,112,576,0,0
"807","2016",3058,"SSEO","2C",150,"Ommaney","Standard Grid","14-Jun-16","Y",55.6667,-134.8938,110,667,0.0661104372916667,0.230544872432624
"808","2016",3054,"SSEO","2C",150,"Ommaney","Standard Grid","14-Jun-16","Y",55.5,-134.876,160,813,0.015094349,0.052638053947605
"809","2016",3034,"SSEO","2C",141,"Ketchikan","Standard Grid","7-Jun-16","Y",55.167,-133.4078,40,381,0.0322532342479339,0.112475700961167
"810","2016",3029,"SSEO","2C",141,"Ketchikan","Standard Grid","7-Jun-16","Y",55.0017,-133.4093,49,466,0.047464428302521,0.165521225034636
"811","2016",3030,"SSEO","2C",140,"Ketchikan","Standard Grid","7-Jun-16","Y",55.0012,-133.692,56,571,0,0
"812","2016",3023,"SSEO","2C",141,"Ketchikan","Standard Grid","8-Jun-16","Y",54.836,-133.1262,109,434,0,0
"813","2016",3016,"SSEO","2C",141,"Ketchikan","Standard Grid","8-Jun-16","Y",54.668,-133.127,126,529,0.0134579446333333,0.046931471879528
"814","2016",3017,"SSEO","2C",141,"Ketchikan","Standard Grid","8-Jun-16","Y",54.6695,-133.4065,164,659,0,0
"815","2016",3024,"SSEO","2C",141,"Ketchikan","Standard Grid","8-Jun-16","Y",54.8332,-133.4577,63,725,0.075471745,0.263190269738025
"816","2016",3025,"SSEO","2C",140,"Ketchikan","Standard Grid","9-Jun-16","Y",54.8367,-133.6925,76,458,0.045283047,0.157914161842815
"817","2016",3026,"SSEO","2C",140,"Ketchikan","Standard Grid","9-Jun-16","Y",54.8353,-133.9925,106,553,0,0
"818","2016",3019,"SSEO","2C",140,"Ketchikan","Standard Grid","9-Jun-16","Y",54.6802,-133.9953,122,640,0,0
"819","2016",3018,"SSEO","2C",140,"Ketchikan","Standard Grid","9-Jun-16","Y",54.6525,-133.7128,132,722,0,0
"820","2016",3007,"SSEO","2C",140,"Ketchikan","Standard Grid","10-Jun-16","Y",54.5117,-133.7225,139,458,0,0
"821","2016",3006,"SSEO","2C",140,"Ketchikan","Standard Grid","10-Jun-16","Y",54.5128,-133.4408,165,578,0,0
"822","2016",3005,"SSEO","2C",142,"Ketchikan","Standard Grid","10-Jun-16","Y",54.5137,-133.1582,107,657,0.419148864793388,1.46168480383432
"823","2016",3015,"SSEO","2C",141,"Ketchikan","Standard Grid","11-Jun-16","Y",54.6642,-132.8748,76,467,0.0264441749166667,0.0922179489730497
"824","2016",3070,"CSEO","2C",160,"Ommaney","Standard Grid","19-Jun-16","Y",56.0155,-135.2235,202,498,0,0
"825","2016",3064,"SSEO","2C",150,"Ommaney","Standard Grid","19-Jun-16","Y",55.8482,-135.2083,135,608,0,0
"826","2016",3063,"SSEO","2C",150,"Ommaney","Standard Grid","19-Jun-16","Y",55.825,-134.9388,101,712,0,0
"827","2016",3053,"SSEO","2C",150,"Ommaney","Standard Grid","20-Jun-16","Y",55.5005,-134.643,112,488,0,0
"828","2016",3050,"SSEO","2C",150,"Ommaney","Standard Grid","20-Jun-16","Y",55.3333,-134.6273,111,638,0.0228306432666667,0.0796165924035098
"829","2016",3049,"SSEO","2C",150,"Ommaney","Standard Grid","20-Jun-16","Y",55.3213,-134.3315,100,741,0.0567799273109244,0.198006875085075
"830","2016",3044,"SSEO","2C",140,"Ommaney","Standard Grid","21-Jun-16","Y",55,-134.327,117,482,0,0
"831","2016",3043,"SSEO","2C",140,"Ommaney","Standard Grid","21-Jun-16","Y",55.0002,-134.0447,83,584,0.00684257891666667,0.023861912703638
"832","2016",3046,"SSEO","2C",150,"Ommaney","Standard Grid","21-Jun-16","Y",55.1515,-134.0163,93,705,0,0
"833","2016",3045,"SSEO","2C",141,"Ommaney","Standard Grid","22-Jun-16","Y",55.1665,-133.6887,87,435,0,0
"834","2016",3047,"SSEO","2C",151,"Ommaney","Standard Grid","22-Jun-16","Y",55.3202,-133.7197,39,527,0.00632787335,0.0220669959844517
"835","2016",3048,"SSEO","2C",150,"Ommaney","Standard Grid","21-Jun-16","Y",55.3333,-133.9892,64,617,0,0
"836","2016",3055,"SSEO","2C",151,"Ommaney","Standard Grid","23-Jun-16","Y",55.6817,-134.019,110,513,0,0
"837","2016",3051,"SSEO","2C",151,"Ommaney","Standard Grid","23-Jun-16","Y",55.5157,-134.0172,50,613,0.030767551625,0.107294726143703
"838","2016",3052,"SSEO","2C",150,"Ommaney","Standard Grid","23-Jun-16","Y",55.5,-134.2893,91,726,0,0
"839","2016",3056,"SSEO","2C",150,"Ommaney","Standard Grid","23-Jun-16","Y",55.6668,-134.3448,114,825,0,0
"840","2016",3078,"CSEO","2C",160,"Ommaney","Standard Grid","27-Jun-16","Y",56.3183,-134.9333,61,521,0.0143741532,0.050661818666619
"841","2016",3074,"CSEO","2C",160,"Ommaney","Standard Grid","27-Jun-16","Y",56.1667,-134.9597,102,607,0.00584513201666667,0.0206012148465772
"842","2016",3062,"SSEO","2C",150,"Ommaney","Standard Grid","28-Jun-16","Y",55.8182,-134.6163,83,445,0.0471894997,0.164562475067265
"843","2016",3068,"CSEO","2C",150,"Ommaney","Standard Grid","28-Jun-16","Y",56.0015,-134.6047,207,810,0,0
"844","2016",3069,"CSEO","2C",160,"Ommaney","Standard Grid","28-Jun-16","Y",56,-134.889,196,532,0,0
"845","2016",3116,"NSEO","2C",181,"Sitka","Standard Grid","16-Jul-16","Y",58.1818,-136.5997,137,648,0,0
"846","2016",4006,"NSEO","3A",185,"Fairweather","Standard Grid","16-Jul-16","Y",58.1815,-136.9168,111,452,0,0
"847","2016",4002,"NSEO","3A",185,"Fairweather","Standard Grid","17-Jul-16","Y",58.0167,-136.9002,228,593,0,0
"848","2016",3113,"NSEO","2C",181,"Sitka","Extra Station","17-Jul-16","Y",58,-136.6965,57,722,0.0213072492833333,0.0802004863024667
"849","2016",4008,"EYKT","3A",185,"Fairweather","Standard Grid","20-Jul-16","Y",58.1575,-137.523,77,506,0,0
"850","2016",4007,"EYKT","3A",185,"Fairweather","Standard Grid","20-Jul-16","Y",58.1587,-137.2077,64,672,0,0
"851","2016",4013,"EYKT","3A",185,"Fairweather","Standard Grid","20-Jul-16","Y",58.3332,-137.1367,91,821,0,0
"852","2016",4014,"EYKT","3A",185,"Fairweather","Standard Grid","20-Jul-16","Y",58.3335,-137.4528,101,931,0,0
"853","2016",4021,"EYKT","3A",185,"Fairweather","Standard Grid","21-Jul-16","Y",58.4693,-137.4772,79,475,0,0
"854","2016",4022,"EYKT","3A",185,"Fairweather","Standard Grid","21-Jul-16","Y",58.5,-137.7517,84,598,0,0
"855","2016",4015,"EYKT","3A",185,"Fairweather","Standard Grid","21-Jul-16","Y",58.3335,-137.771,94,709,0,0
"856","2016",4016,"EYKT","3A",185,"Fairweather","Standard Grid","22-Jul-16","Y",58.325,-138.0923,71,514,0,0
"857","2016",4017,"EYKT","3A",190,"Fairweather","Standard Grid","22-Jul-16","Y",58.3485,-138.4328,71,647,0,0
"858","2016",4011,"EYKT","3A",185,"Fairweather","Standard Grid","22-Jul-16","Y",58.1667,-138.4202,88,760,0.045173909,0.177397710555178
"859","2016",4010,"EYKT","3A",185,"Fairweather","Standard Grid","23-Jul-16","Y",58.1517,-138.1333,80,581,0,0
"860","2016",4009,"EYKT","3A",185,"Fairweather","Standard Grid","23-Jul-16","Y",58.151,-137.8175,84,669,0,0
"861","2016",4005,"EYKT","3A",185,"Fairweather","Standard Grid","23-Jul-16","Y",57.9845,-137.833,99,741,0.018460530975,0.0724944111123514
"862","2016",4003,"EYKT","3A",185,"Fairweather","Standard Grid","24-Jul-16","Y",57.984,-137.2,107,701,0,0
"863","2016",4004,"EYKT","3A",185,"Fairweather","Standard Grid","24-Jul-16","Y",58.0078,-137.49,88,898,0.0456635768067227,0.179320633538115
"864","2016",4064,"EYKT","3A",200,"Yakutat","Standard Grid","15-Jul-16","Y",59.3335,-139.6953,85,615,0,0
"865","2016",4058,"EYKT","3A",200,"Yakutat","Standard Grid","15-Jul-16","Y",59.1662,-139.9698,63,756,0,0
"866","2016",4057,"EYKT","3A",200,"Yakutat","Standard Grid","16-Jul-16","Y",59.167,-139.7147,69,800,0,0
"867","2016",3084,"CSEO","2C",160,"Sitka","Standard Grid","28-Jul-16","Y",56.49,-135.5712,85,475,0.148883544775,0.52474125208534
"868","2016",3083,"CSEO","2C",160,"Sitka","Standard Grid","28-Jul-16","Y",56.4892,-135.2692,59,598,0.0725273083,0.255623081954669
"869","2016",3085,"CSEO","2C",160,"Sitka","Standard Grid","28-Jul-16","Y",56.6517,-135.25,23,674,0.00835108268333333,0.0294334581443709
"870","2016",3086,"CSEO","2C",160,"Sitka","Standard Grid","29-Jul-16","Y",56.6645,-135.5378,74,479,0.106921942233333,0.376847246132582
"871","2016",3087,"CSEO","2C",160,"Sitka","Standard Grid","29-Jul-16","Y",56.6603,-135.84,133,599,0.00786491661666667,0.0277199619287239
"872","2016",3089,"CSEO","2C",160,"Sitka","Standard Grid","29-Jul-16","Y",56.818,-135.8665,103,710,0,0
"873","2016",3092,"CSEO","2C",170,"Sitka","Standard Grid","30-Jul-16","Y",56.9848,-135.9998,55,499,0.145442962041667,0.512614890544708
"874","2016",3097,"CSEO","2C",170,"Sitka","Standard Grid","30-Jul-16","Y",57.1512,-135.9,35,602,0.0264441749166667,0.0932027073717651
"875","2016",3098,"CSEO","2C",170,"Sitka","Standard Grid","30-Jul-16","Y",57.1517,-136.2,115,714,0,0
"876","2016",3106,"NSEO","2C",170,"Sitka","Standard Grid","31-Jul-16","Y",57.5155,-136.2335,46,435,0.0510586350420168,0.192184702298151
"877","2016",3103,"CSEO","2C",170,"Sitka","Standard Grid","31-Jul-16","Y",57.3338,-136.2457,94,538,0.0852289971333333,0.300390286497484
"878","2016",3102,"CSEO","2C",170,"Sitka","Standard Grid","31-Jul-16","Y",57.3333,-135.9452,40,674,0.0374327739,0.131932112947728
"879","2016",3108,"NSEO","2C",170,"Sitka","Standard Grid","3-Aug-16","Y",57.6508,-136.55,90,456,0,0
"880","2016",3110,"NSEO","2C",181,"Sitka","Standard Grid","3-Aug-16","Y",57.8177,-136.5668,51,563,0.0230614177,0.0868031762228
"881","2016",3111,"NSEO","2C",181,"Sitka","Standard Grid","3-Aug-16","Y",57.8333,-136.8542,210,690,0,0
"882","2016",4012,"EYKT","3A",190,"Fairweather","Standard Grid","4-Aug-16","Y",58.151,-138.7667,105,448,0.00417554134166667,0.0163973295811121
"883","2016",4018,"EYKT","3A",190,"Fairweather","Standard Grid","4-Aug-16","Y",58.3207,-138.7493,66,577,0,0
"884","2016",4019,"EYKT","3A",190,"Fairweather","Standard Grid","4-Aug-16","Y",58.3333,-139.0542,60,677,0.1050160296,0.412397413352801
"885","2016",4025,"EYKT","3A",190,"Fairweather","Standard Grid","5-Aug-16","Y",58.4858,-138.7642,54,437,0.02359474985,0.0926564624839559
"886","2016",4031,"EYKT","3A",190,"Fairweather","Standard Grid","5-Aug-16","Y",58.6668,-138.7625,54,532,0.030188698,0.118550863283531
"887","2016",4030,"EYKT","3A",190,"Fairweather","Standard Grid","5-Aug-16","Y",58.6565,-138.4388,71,636,0,0
"888","2016",4024,"EYKT","3A",190,"Fairweather","Standard Grid","5-Aug-16","Y",58.4998,-138.4632,64,484,0.015094349,0.0592754316417657
"889","2016",4023,"EYKT","3A",190,"Fairweather","Standard Grid","6-Aug-16","Y",58.5,-138.1477,73,593,0,0
"890","2016",4029,"EYKT","3A",190,"Fairweather","Standard Grid","6-Aug-16","Y",58.6702,-138.1297,49,702,0.045173909,0.177397710555178
"891","2016",4036,"EYKT","3A",190,"Fairweather","Standard Grid","7-Aug-16","Y",58.849,-138.0833,29,442,0,0
"892","2016",4037,"EYKT","3A",190,"Fairweather","Standard Grid","7-Aug-16","Y",58.8233,-138.4232,39,511,0.0221054223,0.0868078807808149
"893","2016",4043,"EYKT","3A",190,"Fairweather","Standard Grid","7-Aug-16","Y",59.0157,-138.4,33,615,0,0
"894","2016",4044,"EYKT","3A",190,"Fairweather","Standard Grid","8-Aug-16","Y",58.9843,-138.7175,87,565,0,0
"895","2016",4038,"EYKT","3A",190,"Fairweather","Standard Grid","8-Aug-16","Y",58.8178,-138.7337,66,561,0,0
"896","2016",4039,"EYKT","3A",190,"Fairweather","Standard Grid","8-Aug-16","Y",58.818,-139.04,106,644,0,0
"897","2016",4045,"EYKT","3A",190,"Fairweather","Standard Grid","11-Aug-16","Y",58.9848,-139.0338,56,531,0,0
"898","2016",4048,"EYKT","3A",190,"Fairweather","Standard Grid","11-Aug-16","Y",59.1542,-139.0157,29,620,0,0
"899","2016",4049,"EYKT","3A",200,"Fairweather","Standard Grid","11-Aug-16","Y",59.1667,-139.328,54,725,0,0
"900","2016",4046,"EYKT","3A",190,"Fairweather","Standard Grid","11-Aug-16","Y",58.9933,-139.3405,60,833,0,0
"901","2016",4040,"EYKT","3A",190,"Fairweather","Standard Grid","12-Aug-16","Y",58.82,-139.3507,74,480,0,0
"902","2016",4041,"EYKT","3A",200,"Fairweather","Standard Grid","12-Aug-16","Y",58.817,-139.6958,88,565,0.00360867125833333,0.014171233651146
"903","2016",4047,"EYKT","3A",200,"Fairweather","Standard Grid","12-Aug-16","Y",58.9845,-139.6797,66,689,0,0
"904","2016",4034,"EYKT","3A",190,"Fairweather","Standard Grid","13-Aug-16","Y",58.6537,-139.683,102,440,0,0
"905","2016",4026,"EYKT","3A",190,"Fairweather","Standard Grid","14-Aug-16","Y",58.4865,-139.0517,55,476,0.127457943375,0.500526694442063
"906","2016",4032,"EYKT","3A",190,"Fairweather","Standard Grid","14-Aug-16","Y",58.6532,-139.0515,83,587,0.011279000575,0.0442925778098048
"907","2016",4033,"EYKT","3A",190,"Fairweather","Standard Grid","14-Aug-16","Y",58.653,-139.3685,138,695,0,0
"908","2016",4020,"EYKT","3A",190,"Fairweather","Standard Grid","15-Aug-16","Y",58.3185,-139.3893,150,507,0,0
"909","2016",4027,"EYKT","3A",190,"Fairweather","Standard Grid","15-Aug-16","Y",58.4847,-139.3723,93,641,0.018460530975,0.0724944111123514
"910","2016",4028,"EYKT","3A",190,"Fairweather","Standard Grid","15-Aug-16","Y",58.4843,-139.6895,136,741,0,0
"911","2015",4015,"EYKT","3A",185,"Fairweather","Standard Grid","1-Jun-15","Y",58.3335,-137.8423,94,530,0,0
"912","2015",4014,"EYKT","3A",185,"Fairweather","Standard Grid","1-Jun-15","Y",58.3335,-137.516,101,618,0,0
"913","2015",4021,"EYKT","3A",185,"Fairweather","Standard Grid","1-Jun-15","Y",58.4843,-137.5238,79,712,0,0
"914","2015",4022,"EYKT","3A",185,"Fairweather","Standard Grid","1-Jun-15","Y",58.4992,-137.8168,85,790,0,0
"915","2015",4017,"EYKT","3A",190,"Fairweather","Standard Grid","2-Jun-15","Y",58.3333,-138.4662,72,453,0,0
"916","2015",4011,"EYKT","3A",185,"Fairweather","Standard Grid","2-Jun-15","Y",58.1667,-138.4813,88,565,0.0328035234971347,0.129949379829613
"917","2015",4012,"EYKT","3A",190,"Fairweather","Standard Grid","2-Jun-15","Y",58.167,-138.8035,104,639,0.0669905673968706,0.265379500723988
"918","2015",4013,"EYKT","3A",185,"Fairweather","Standard Grid","3-Jun-15","Y",58.3335,-137.2005,92,415,0,0
"919","2015",4007,"EYKT","3A",185,"Fairweather","Standard Grid","3-Jun-15","Y",58.1677,-137.2055,66,542,0.00200948598002853,0.00796046976184796
"920","2015",4006,"NSEO","3A",185,"Fairweather","Standard Grid","3-Jun-15","Y",58.1675,-136.8927,107,636,0,0
"921","2015",4009,"EYKT","3A",185,"Fairweather","Standard Grid","8-Jun-15","Y",58.167,-137.8515,85,472,0,0
"922","2015",4010,"EYKT","3A",185,"Fairweather","Standard Grid","8-Jun-15","Y",58.1673,-138.1643,82,553,0,0
"923","2015",4016,"EYKT","3A",185,"Fairweather","Standard Grid","8-Jun-15","Y",58.3333,-138.1497,70,645,0,0
"924","2015",4024,"EYKT","3A",190,"Fairweather","Standard Grid","9-Jun-15","Y",58.5,-138.4737,64,436,0.0441785824390244,0.175011059107846
"925","2015",4023,"EYKT","3A",190,"Fairweather","Standard Grid","9-Jun-15","Y",58.5,-138.1438,75,570,0.00258760268571429,0.0102506477477453
"926","2015",4029,"EYKT","3A",190,"Fairweather","Standard Grid","9-Jun-15","Y",58.667,-138.1348,51,667,0.0110087101440922,0.0436104083780424
"927","2015",4030,"EYKT","3A",190,"Fairweather","Standard Grid","10-Jun-15","Y",58.65,-138.4157,73,464,0,0
"928","2015",4037,"EYKT","3A",190,"Fairweather","Standard Grid","10-Jun-15","Y",58.8183,-138.4012,40,553,0.023321740944206,0.0923878123187342
"929","2015",4036,"EYKT","3A",190,"Fairweather","Standard Grid","10-Jun-15","Y",58.8157,-138.0833,29,641,0.00256925089361702,0.0101779481183286
"930","2015",4026,"EYKT","3A",190,"Fairweather","Standard Grid","11-Jun-15","Y",58.5002,-139.0378,57,436,0.00246096479399142,0.00974897860559491
"931","2015",4032,"EYKT","3A",190,"Fairweather","Standard Grid","11-Jun-15","Y",58.667,-139.0963,80,531,0.00218799018025751,0.0086676044731165
"932","2015",4031,"EYKT","3A",190,"Fairweather","Standard Grid","11-Jun-15","Y",58.6668,-138.765,56,655,0.0320018905899281,0.126773754529739
"933","2015",4034,"EYKT","3A",190,"Fairweather","Standard Grid","12-Jun-15","Y",58.6668,-139.733,104,685,0.00137239463323782,0.00543666693263369
"934","2015",4041,"EYKT","3A",200,"Fairweather","Standard Grid","13-Jun-15","Y",58.8333,-139.7323,88,430,0.000652918623209169,0.00258650172664066
"935","2015",4047,"EYKT","3A",200,"Fairweather","Standard Grid","13-Jun-15","Y",59,-139.7168,67,529,0.000990498667617689,0.00392380677003248
"936","2015",4046,"EYKT","3A",190,"Fairweather","Standard Grid","13-Jun-15","Y",59.0002,-139.3985,60,650,0,0
"937","2015",4049,"EYKT","3A",200,"Fairweather","Standard Grid","16-Jun-15","Y",59.1665,-139.3192,55,442,0,0
"938","2015",4048,"EYKT","3A",190,"Fairweather","Standard Grid","16-Jun-15","Y",59.1658,-139.0022,29,489,0,0
"939","2015",4045,"EYKT","3A",190,"Fairweather","Standard Grid","16-Jun-15","Y",59.0002,-139.0052,56,598,0,0
"940","2015",4043,"EYKT","3A",190,"Fairweather","Standard Grid","17-Jun-15","Y",59.0003,-138.367,34,440,0,0
"941","2015",4044,"EYKT","3A",190,"Fairweather","Standard Grid","17-Jun-15","Y",59.0002,-138.6862,86,543,0,0
"942","2015",4038,"EYKT","3A",190,"Fairweather","Standard Grid","17-Jun-15","Y",58.8333,-138.6993,66,630,0,0
"943","2015",4020,"EYKT","3A",190,"Fairweather","Standard Grid","18-Jun-15","Y",58.3333,-139.4323,149,469,0,0
"944","2015",4027,"EYKT","3A",190,"Fairweather","Standard Grid","18-Jun-15","Y",58.5,-139.3567,93,572,0.0579561742346209,0.229590242028233
"945","2015",4028,"EYKT","3A",190,"Fairweather","Standard Grid","18-Jun-15","Y",58.5,-139.6693,136,702,0,0
"946","2015",4039,"EYKT","3A",190,"Fairweather","Standard Grid","19-Jun-15","Y",58.8335,-139.0175,105,455,0,0
"947","2015",4040,"EYKT","3A",190,"Fairweather","Standard Grid","19-Jun-15","Y",58.8335,-139.3328,75,549,0.00525147913304721,0.0208034498668183
"948","2015",4033,"EYKT","3A",190,"Fairweather","Standard Grid","19-Jun-15","Y",58.6668,-139.3617,138,656,0,0
"949","2015",4025,"EYKT","3A",190,"Fairweather","Standard Grid","20-Jun-15","Y",58.5003,-138.7825,53,446,0.0313387154253201,0.124146622070425
"950","2015",4018,"EYKT","3A",190,"Fairweather","Standard Grid","20-Jun-15","Y",58.3333,-138.7372,64,537,0.0381867241836442,0.151274637488942
"951","2015",4019,"EYKT","3A",190,"Fairweather","Standard Grid","20-Jun-15","Y",58.3335,-139.0492,61,640,0.0840590319527221,0.332995297663313
"952","2015",4005,"EYKT","3A",185,"Fairweather","Standard Grid","21-Jun-15","Y",58.0002,-137.8003,101,470,0.00183599410744986,0.00727319111481341
"953","2015",4004,"EYKT","3A",185,"Fairweather","Standard Grid","21-Jun-15","Y",58,-137.485,90,605,0.0285861415781923,0.113242450010959
"954","2015",4008,"EYKT","3A",185,"Fairweather","Standard Grid","21-Jun-15","Y",58.1665,-137.4717,78,705,0,0
"955","2015",3089,"CSEO","2C",160,"Sitka","Standard Grid","3-Jul-15","Y",56.833,-135.898,103,425,0.0185104512758621,0.0642821188153619
"956","2015",3087,"CSEO","2C",160,"Sitka","Standard Grid","3-Jul-15","Y",56.6667,-135.8947,130,531,0.00322754994563662,0.0112084652068141
"957","2015",3086,"CSEO","2C",160,"Sitka","Standard Grid","3-Jul-15","Y",56.6667,-135.5977,73,642,0.0812228484054441,0.282066423660313
"958","2015",3085,"CSEO","2C",160,"Sitka","Standard Grid","4-Jul-15","Y",56.6822,-135.251,26,444,0.00356820224856322,0.0123914645559445
"959","2015",3083,"CSEO","2C",160,"Sitka","Standard Grid","4-Jul-15","Y",56.5003,-135.2853,59,548,0.00566026589541547,0.0196566728381231
"960","2015",3084,"CSEO","2C",160,"Sitka","Standard Grid","4-Jul-15","Y",56.5002,-135.5833,86,628,0.115840885179856,0.402286115764155
"961","2015",3079,"CSEO","2C",160,"Ommaney","Standard Grid","5-Jul-15","Y",56.333,-135.207,87,572,0.0250950460229885,0.0871487521338992
"962","2015",3075,"CSEO","2C",160,"Ommaney","Standard Grid","5-Jul-15","Y",56.1665,-135.2553,153,652,0,0
"963","2015",3078,"CSEO","2C",160,"Ommaney","Standard Grid","6-Jul-15","Y",56.3453,-134.933,69,469,0.0360059621747851,0.125039606225006
"964","2015",3074,"CSEO","2C",160,"Ommaney","Standard Grid","6-Jul-15","Y",56.1853,-134.9355,103,597,0,0
"965","2015",4057,"EYKT","3A",200,"Yakutat","Standard Grid","17-Jul-15","Y",59.1673,-139.648,71,508,0,0
"966","2015",4065,"EYKT","3A",200,"Yakutat","Standard Grid","17-Jul-15","Y",59.3132,-139.9977,87,628,0,0
"967","2015",4064,"EYKT","3A",200,"Yakutat","Standard Grid","17-Jul-15","Y",59.3158,-139.667,84,682,0,0
"968","2015",4058,"EYKT","3A",200,"Yakutat","Standard Grid","18-Jul-15","Y",59.166,-139.9645,64,444,0,0
"969","2015",4072,"EYKT","3A",200,"Yakutat","Standard Grid","25-Jul-15","Y",59.5173,-140.0002,59,560,0,0
"970","2015",3055,"SSEO","2C",151,"Ommaney","Standard Grid","10-Jul-15","Y",55.6668,-134.0513,107,499,0.0361272478273381,0.127706266510373
"971","2015",3056,"SSEO","2C",150,"Ommaney","Standard Grid","10-Jul-15","Y",55.6665,-134.3427,115,569,0,0
"972","2015",3052,"SSEO","2C",150,"Ommaney","Standard Grid","10-Jul-15","Y",55.5,-134.348,93,681,0.00517520537142857,0.0182938417996361
"973","2015",3051,"SSEO","2C",151,"Ommaney","Standard Grid","10-Jul-15","Y",55.5,-134.0448,50,799,0.0203130987817404,0.0718048055880265
